StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
STM91177,1,24cp Innovation and Entrepreneurship  DInn,Active,STM,Stream,24,0,0,0,C,Transdisciplinary Innovation,STM91177,Innovation and Entrepreneurship,Innovation and Entrepreneurshi,,,NA,0,Not Applicable,Stream,,,,,,10120,AC,ST,,,,$NAP
STM91180,1,48cp Core subjects (Forensic Science) BForSc,Active,STM,Stream,48,0,0,0,NP,Mathematical and Physical Sciences,STM91180,Core subjects (Forensic Science),Core subjects (For Sc),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91181,1,42cp Core subjects (Forensic Science Law),Active,STM,Stream,42,0,0,0,NP,Mathematical and Physical Sciences,STM91181,Core subjects (Forensic Science Law),Core subjects (For Sc Law),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91182,1,24cp Data Engineering choice,Active,STM,Stream,24,0,0,0,DC,Electrical and Data Engineering,STM91182,24cp Data Engineering choice,24cp Data Engineering choice,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91183,2,24cp Data and Electronic Engineering Studio,Active,STM,Stream,24,0,0,0,DC,Electrical and Data Engineering,STM91183,Data and Electronic Engineering Studio,Data and Electronic Engineerin,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91184,2,30cp Data and Electronic Engineering Studio,Active,STM,Stream,30,0,0,0,DC,Electrical and Data Engineering,STM91184,Data and Electronic Engineering Studio,30cp Data and Electronic Engin,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91185,2,36cp Data and Electronic Engineering Studio,Active,STM,Stream,36,0,0,0,DC,Electrical and Data Engineering,STM91185,Data and Electronic Engineering Studio,Data and Electronic Engineerin,31305,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91186,2,12cp Software Engineering Studio,Active,STM,Stream,12,0,0,0,DS,Computer Science,STM91186,12cp Software Engineering Studio,12cp Software Engineering Stud,31305,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91187,2,18cp Software Engineering Studio,Active,STM,Stream,18,0,0,0,DS,Computer Science,STM91187,18cp Software Engineering Studio,18cp Software Engineering Stud,31305,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91188,2,30cp Software Engineering Studio,Active,STM,Stream,30,0,0,0,DS,Computer Science,STM91188,30cp Software Engineering Studio,30cp Software Engineering Stud,31305,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91189,2,36cp Software Engineering Studio,Active,STM,Stream,36,0,0,0,DS,Computer Science,STM91189,36cp Software Engineering Studio,36cp Software Engineering Stud,31305,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91190,1,Core subjects (Physiotherapy),Active,STM,Stream,96,0,0,0,W,Graduate School of Health,STM91190,Core subjects (Physiotherapy),Core subjects (Physiotherapy),,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91191,3,54cp Core subjects (Biotechnology) BBiotech,Active,STM,Stream,54,0,0,0,N,Science,STM91191,Core subjects (Biotechnology),Core subjects Biotech,,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91192,2,30cp Core subjects (Biotechnology) BBiotech BBus,Active,STM,Stream,30,0,0,0,N,Science,STM91192,Core subjects (Biotechnology),Core subjects Biotech,,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91193,1,36cp Core subjects (Health Information Coding) MHSM,Active,STM,Stream,36,0,0,0,J,Health,STM91193,Core subjects (Health Information Coding),Core subjects Health Informati,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91194,2,72cp Core subjects (Landscape PG) MLandArch,Active,STM,Stream,72,0,0,0,A,"Design, Architecture and Building",STM91194,Core subjects (Landscape PG),Core subjects Landscape PG,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91195,1,24cp Professional stream (Internetworking) MSc,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91195,Professional stream (Internetworking),Professional stream Internetwo,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91196,3,24cp Core subjects (Applied Policy) MAppPol,Active,STM,Stream,24,0,0,0,A,"Design, Architecture and Building",STM91196,Core subjects (Applied Policy),Core subjects (Applied Policy),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91197,1,12cp Research Projects A and B stream B,Active,STM,Stream,12,0,0,0,A,"Design, Architecture and Building",STM91197,Research Projects A and B (Stream B),Research Proj A and B stm B,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91198,1,36cp Project Management sub-major + two electives,Active,STM,Stream,36,0,0,0,A,"Design, Architecture and Building",STM91198,Project Management sub-major + two electives,Proj Mgt sub-major + 2 elec,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91199,1,12cp Project stream B MAppPol,Active,STM,Stream,12,0,0,0,A,"Design, Architecture and Building",STM91199,Project stream B,Project stream B,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91200,1,24cp Investment and Valuation (Property Economics) BPropEc(Hons),Active,STM,Stream,24,0,0,0,A,"Design, Architecture and Building",STM91200,Investment and Valuation (Property Economics),Investment and Valuation BProp,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91202,5,168cp Core subjects (Landscape UG) BLArch(Hons),Active,STM,Stream,168,0,0,0,A,"Design, Architecture and Building",STM91202,Core subjects (Landscape UG),Core subjects (Landscape UG),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91203,3,120cp Core subjects (Interior Architecture),Active,STM,Stream,120,0,0,0,A,"Design, Architecture and Building",STM91203,Core subjects (Interior Architecture),Core subjects IntArch,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91204,1,78cp Core subjects (Property Development and Planning) MPropDevPlan,Active,STM,Stream,78,0,0,0,A,"Design, Architecture and Building",STM91204,Core subjects (Property Development and Planning),Core subjects PropDevPlan,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91205,1,18cp Major Project stream (Planning),Active,STM,Stream,18,0,0,0,A,"Design, Architecture and Building",STM91205,Major Project stream (Planning),Major Project stream Planning,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91206,1,18cp Minor Project stream (Planning),Active,STM,Stream,18,0,0,0,A,"Design, Architecture and Building",STM91206,Minor Project stream (Planning),Minor Project stream Planning,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91207,1,Primary Core,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91207,Primary core,Primary core,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91208,1,Secondary/K-12 Core,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91208,Secondary/K-12 core,Secondary/K-12 core,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91209,1,Secondary Core (PG),Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91209,Secondary core (PG),Secondary core (PG),,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91210,1,24cp Core Stream Grad Cert Legal Studies,Active,STM,Stream,24,0,0,0,L,Law,STM91210,Core stream (Legal Studies PG),Core stream GC Legal Studies,,,NA,0,Not Applicable,Stream,,,,,,10080,AC,ST,,,,$NAP
STM91211,1,48cp Secondary Core,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91211,Secondary,Secondary,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91213,1,42p Core Subjects Grad Dip Palliative Care,Active,STM,Stream,42,0,0,0,J,Health,STM91213,Core subjects (Palliative Care),Core subjects,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91214,1,24cp Core Subjects (Palliative Care) GradCertPC,Active,STM,Stream,24,0,0,0,J,Health,STM91214,Core subjects (Palliative Care),Core subjects,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91218,1,30cp Health Services Management Core Subjects,Active,STM,Stream,30,0,0,0,J,Health,STM91218,Core subjects (Health Services Management),Core subjects (Health Services,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91219,1,66cp Health Information Management Core Subjects,Active,STM,Stream,66,0,0,0,J,Health,STM91219,Core subjects (Health Information Management),Core subjects (Health Informat,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91220,1,36cp Core subjects GradDipMLawPrac,Active,STM,Stream,36,0,0,0,L,Law,STM91220,Core (Migration Law and Practice),Core (Migration Law a,,,NA,0,Not Applicable,Stream,,,,,,10080,AC,ST,,,,$NAP
STM91221,2,24cp Core Subjects A (Interaction Design),Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91221,Core subjects A (Interaction Design),Core subjects A (Interaction D,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91222,1,24cp Core Subjects B (Interaction Design),Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91222,Core subjects B (Interaction Design),Core subjects B (Interaction D,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91223,1,24cp Graduate Research Project stream,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91223,Graduate Research Project,Graduate Research Project,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91224,1,24cp Graduate Research Project + Elective stream,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91224,Graduate Research Project + Elective,Graduate Research Project + El,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91225,2,24cp Data Analytics module,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91225,Data Analytics,Data Analytics,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91226,3,24cp Games Design Module,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91226,Games Design,Games Design,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91227,2,24cp Interaction Programming Module,Active,STM,Stream,24,0,0,0,D,Engineering and Information Technology,STM91227,Interaction Programming,Interaction Programming,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91233,1,24cp Digital Marketing stream MBus,Active,STM,Stream,24,0,0,0,B,Business,STM91233,Digital Marketing,Digital Marketing,,,NA,0,Not Applicable,Stream,,,,,,10010,AC,ST,,,,$NAP
STM91234,1,12cp Cyber Security core subjects,Active,STM,Stream,12,0,0,0,DC,Electrical and Data Engineering,STM91234,Cyber Security core subjects,Cyber Security core subjects,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91235,1,30cp Cyber Security stream,Active,STM,Stream,30,0,0,0,DC,Electrical and Data Engineering,STM91235,Cyber Security stream,Cyber Security stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91236,1,18cp Cyber Security stream,Active,STM,Stream,18,0,0,0,DC,Electrical and Data Engineering,STM91236,Cyber Security stream,Cyber Security stream,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91237,1,12cp Cyber Security Engineering core,Active,STM,Stream,12,0,0,0,DC,Electrical and Data Engineering,STM91237,Cyber Security Engineering core,Cyber Security Engineering cor,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91238,2,12cp Cyber Security Engineering stream GradCertE,Active,STM,Stream,12,0,0,0,DC,Electrical and Data Engineering,STM91238,Cyber Security Engineering stream,Cyber Security Engineering str,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91239,1,12cp Cyber Security Engineering stream GradDipE,Active,STM,Stream,18,0,0,0,DC,Electrical and Data Engineering,STM91239,Cyber Security Engineering stream,Cyber Security Engineering str,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91241,1,English,Active,STM,Stream,84,0,0,0,G,Arts and Social Sciences,STM91241,English,English,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91242,1,Mathematics,Active,STM,Stream,84,0,0,0,G,Arts and Social Sciences,STM91242,Mathematics,Mathematics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91243,1,Science,Active,STM,Stream,84,0,0,0,G,Arts and Social Sciences,STM91243,Science,Science,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91244,1,Mathematics/Science,Active,STM,Stream,84,0,0,0,G,Arts and Social Sciences,STM91244,Mathematics/Science,Mathematics/Science,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91245,1,Science/Mathematics,Active,STM,Stream,84,0,0,0,G,Arts and Social Sciences,STM91245,Science/Mathematics,Science/Mathematics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91247,1,Social Sciences,Active,STM,Stream,84,0,0,0,G,Arts and Social Sciences,STM91247,Social Sciences,Social Sciences,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91248,2,Biology,Active,STM,Stream,60,0,0,0,G,Arts and Social Sciences,STM91248,Biology,Biology,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91249,2,Chemistry,Active,STM,Stream,60,0,0,0,G,Arts and Social Sciences,STM91249,Chemistry,Chemistry,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91250,2,Physics,Active,STM,Stream,60,0,0,0,G,Arts and Social Sciences,STM91250,Physics,Physics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91251,2,Business Studies/Economics,Active,STM,Stream,72,0,0,0,G,Arts and Social Sciences,STM91251,Business Studies/Economics,Business Studies/Economics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91252,1,English,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91252,English,English,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91253,1,Mathematics,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91253,Mathematics,Mathematics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91254,1,Science,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91254,Science,Science,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91256,1,Social Sciences,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91256,Social Sciences,Social Sciences,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91257,2,Business Studies/Economics,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91257,Business Studies/Economics,Business Studies/Economics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91258,2,English,Active,STM,Stream,72,0,0,0,G,Arts and Social Sciences,STM91258,English,English,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91259,2,Mathematics,Active,STM,Stream,72,0,0,0,G,Arts and Social Sciences,STM91259,Mathematics,Mathematics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91260,2,Science,Active,STM,Stream,72,0,0,0,G,Arts and Social Sciences,STM91260,Science,Science,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91262,1,Social Sciences,Active,STM,Stream,72,0,0,0,G,Arts and Social Sciences,STM91262,Social Sciences,Social Sciences,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91263,1,Business Studies/Economics,Active,STM,Stream,60,0,0,0,G,Arts and Social Sciences,STM91263,Business Studies/Economics,Business Studies/Economics,,,NA,0,Not Applicable,Stream,,,,,,10040,AC,ST,,,,$NAP
STM91264,2,36cp Core subjects GDPD,Active,STM,Stream,36,0,0,0,A,"Design, Architecture and Building",STM91264,Core subjects (Property Development PG),Core subjects (Property Develo,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91265,2,48cp Core Subjects MPD,Active,STM,Stream,48,0,0,0,A,"Design, Architecture and Building",STM91265,Core subjects (Property Development PG),Core subjects (Property Develo,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91266,1,36cp Core subjects GradDipLandArch,Active,STM,Stream,36,0,0,0,A,"Design, Architecture and Building",STM91266,Core subjects (LandArch),Core subjects (LandArch),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91267,1,18cp Core subjects GradCertLandArch,Active,STM,Stream,18,0,0,0,A,"Design, Architecture and Building",STM91267,Core subjects (LandArch),Core subjects (LandArch),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91268,3,48cp Core subjects (Construction Management) GradDipConsM,Active,STM,Stream,42,0,0,0,A,"Design, Architecture and Building",STM91268,Core subjects (Construction Management),Core subjects (ConsM),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91269,2,24cp Core subjects (Construction Management) GradCertConsM,Active,STM,Stream,24,0,0,0,A,"Design, Architecture and Building",STM91269,Core subjects (Construction Management),Core subjects (ConsM),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91270,1,18cp Data and Electronic Engineering Studio BEngSc,Active,STM,Stream,18,0,0,0,D,Engineering and Information Technology,STM91270,Data and Electronic Engineering Studio,Data and Electronic Engineerin,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91271,2,18cp Palliative Care Level 3,Active,STM,Stream,18,0,0,0,J,Health,STM91271,Palliative Care Level 3,Palliative Care Level 3,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91272,2,18cp Palliative Care Level 2,Active,STM,Stream,18,0,0,0,J,Health,STM91272,Palliative Care Level 2,Palliative Care Level 2,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91273,1,18cp Palliative Care Level 1,Active,STM,Stream,18,0,0,0,J,Health,STM91273,Palliative Care Level 1,Palliative Care Level 1,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91274,1,Core subjects (Genetic Counselling) MGenCouns,Active,STM,Stream,96,0,0,0,W,Graduate School of Health,STM91274,Core subjects (Genetic Counselling),Core subj (Genetic Counsell),,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91275,1,Core subjects (Genetic Counselling) GradCertGenCouns,Active,STM,Stream,24,0,0,0,W,Graduate School of Health,STM91275,Core subjects (Genetic Counselling),Core Subj  GradCert,,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91276,1,32cp Core subjects (Strategic Communication) GradDipStratComm,Active,STM,Stream,32,0,0,0,G,Arts and Social Sciences,STM91276,Core subjects (Strategic Communication),Core subjects (Strategic Commu,,,NA,0,Not Applicable,Stream,,,,,,10030,AC,ST,,,,$NAP
STM91277,1,48cp Core subjects (Strategic Communication) MStratComm,Active,STM,Stream,48,0,0,0,G,Arts and Social Sciences,STM91277,Core subjects (Strategic Communication),Core subjects (StratComm),,,NA,0,Not Applicable,Stream,,,,,,10030,AC,ST,,,,$NAP
STM91278,1,32cp Government Communication stream MStratComm,Active,STM,Stream,32,0,0,0,G,Arts and Social Sciences,STM91278,Government Communication stream,Govt Comm stream,,,NA,0,Not Applicable,Stream,,,,,,10030,AC,ST,,,,$NAP
STM91279,1,32cp Corporate and Marketing Communication stream MStratComm,Active,STM,Stream,32,0,0,0,G,Arts and Social Sciences,STM91279,Corporate and Marketing Communication stream,Corp Mktg Comm stream,,,NA,0,Not Applicable,Stream,,,,,,10030,AC,ST,,,,$NAP
STM91280,1,40cp Core subjects (Executive Master) MStratComm,Active,STM,Stream,40,0,0,0,G,Arts and Social Sciences,STM91280,Core subjects (Executive Master),Core subjects (ExecM),,,NA,0,Not Applicable,Stream,,,,,,10030,AC,ST,,,,$NAP
STM91283,3,32cp Core subjects (Science PG),Active,STM,Stream,32,0,0,0,N,Science,STM91283,Core subjects (Science PG),Core subjects (Science PG),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91284,3,24cp Professional stream (Science PG),Active,STM,Stream,24,0,0,0,N,Science,STM91284,Professional stream (Science PG),Prof stm (Science PG),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91285,3,16cp Professional stream (Science PG),Active,STM,Stream,16,0,0,0,N,Science,STM91285,Professional stream (Science PG),Prof stm (Science PG),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91286,1,Medical Biotechnology Thesis,Active,STM,Stream,48,0,0,0,N,Science,STM91286,Medical Biotechnology Thesis,Medical Biotechnology Thesis,,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91287,3,16cp Professional stream (Science PG),Active,STM,Stream,16,0,0,0,N,Science,STM91287,Professional stream (Science PG),Prof stm (Science PG),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91288,1,Core subjects (Speech Pathology) MSpPath,Active,STM,Stream,96,0,0,0,W,Graduate School of Health,STM91288,Core subjects (Speech Pathology),Core subjects (SpPath),,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91289,1,Core subjects (Speech Pathology) GradCertSpLangSc,Active,STM,Stream,24,0,0,0,W,Graduate School of Health,STM91289,Core subjects (Speech Pathology),Core subjects (SpPath),,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91290,1,Core subjects (Speech Pathology) GradDipSpLangSc,Active,STM,Stream,48,0,0,0,W,Graduate School of Health,STM91290,Core subjects (Speech Pathology),Core subjects (SpPath),,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91291,1,16cp Core subjects (Forensic Science) GradCertForSc,Active,STM,Stream,16,0,0,0,N,Science,STM91291,Core subjects (Forensic Science),Core subjects (ForSc),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91292,1,24cp Core subjects (Forensic Science) MForSc(Hons),Active,STM,Stream,24,0,0,0,N,Science,STM91292,Core subjects (Forensic Science),Core subjects (ForSc),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91293,1,32cp Core subjects (Forensic Science) GradDipForSc,Active,STM,Stream,32,0,0,0,N,Science,STM91293,Core subjects (Forensic Science),Core subjects (ForSc),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91294,1,48cp Core subjects (Forensic Science),Active,STM,Stream,48,0,0,0,N,Science,STM91294,Core subjects (Forensic Science),Core subjects (ForSc),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91295,1,"Core stream (Media, Industry and Practice)",Active,STM,Stream,8,0,0,0,G,Arts and Social Sciences,STM91295,"Core stream (Media, Industry and Practice)",Core stream,,,NA,0,Not Applicable,Stream,,,,,,10030,AC,ST,,,,$NAP
STM91296,1,Forensic Science Thesis,Active,STM,Stream,48,0,0,0,N,Science,STM91296,Forensic Science Thesis,Forensic Science Thesis,,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91297,1,"24cp Law, Ethics and Governance core MHSM",Active,STM,Stream,24,0,0,0,J,Health,STM91297,"Law, Ethics and Governance core",Law Ethics and Governance core,,,NA,0,Not Applicable,Stream,,,,,,10090,AC,ST,,,,$NAP
STM91298,1,48cp Honours Research BPropEc(Hons),Active,STM,Stream,48,0,0,0,A,"Design, Architecture and Building",STM91298,Honours Research,Honours Research,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91299,2,48cp Core subjects (Life Sciences),Active,STM,Stream,48,0,0,0,N,Science,STM91299,Core subjects (Life Sciences),Core subjects (Life Sciences),,,NA,0,Not Applicable,Stream,,,,,,10100,AC,ST,,,,$NAP
STM91302,1,Core stream (Pharmacy International) MPharm(Int),Active,STM,Stream,36,0,0,0,W,Graduate School of Health,STM91302,Core stream (Pharmacy International),Core stream (PharmInt),,,NA,0,Not Applicable,Stream,,,,,,10095,AC,ST,,,,$NAP
STM91304,2,12cp Robotics stream GCE,Active,STM,Stream,12,0,0,0,DM,Mechanical and Mechatronic Engineering,STM91304,Robotics stream,Robotics stream,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91305,2,18cp Robotics stream GDE,Active,STM,Stream,18,0,0,0,DM,Mechanical and Mechatronic Engineering,STM91305,Robotics stream,Robotics stream,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91306,1,12cp Control Studios stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91306,Control Studios stream,Control Studios stream,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91307,1,12cp Renewable Energy Systems Studios stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91307,Renewable Energy Systems Studios stream,Renewable Energy Systems Studi,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91308,1,12cp Power Systems Studios stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91308,Power Systems Studios stream,Power Systems Studios stream,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91309,2,12cp Embedded Systems stream,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91309,Embedded Systems stream,Embedded Systems stream,,,NA,0,Not Applicable,Stream,,,,,,10060,AC,ST,,,,$NAP
STM91310,1,30cp Core subjects (Project Management) MPM,Active,STM,Stream,30,0,0,0,AB,School of the Built Environment,STM91310,Core subjects (Project Management),Core subjects (Project Mgmt),,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91311,1,24cp Project Management Foundation stream GradCertPM GradDipPM,Active,STM,Stream,24,0,0,0,AB,School of the Built Environment,STM91311,Project Management Foundation stream,Project Mgmt Foundation stm,,,NA,0,Not Applicable,Stream,,,,,,10020,AC,ST,,,,$NAP
STM91312,2,12cp Software Development Studios BIT,Active,STM,Stream,12,0,0,0,D,Engineering and Information Technology,STM91312,Software Development Studios,Software Development Studios,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
STM91313,2,36cp Work Integrated Learning BIT,Active,STM,Stream,36,0,0,0,D,Engineering and Information Technology,STM91313,Work Integrated Learning,Work Integrated Learning stm,,,NA,0,Not Applicable,Stream,,,,,,10070,AC,ST,,,,$NAP
