StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,FOE,Study area,,,,,
57603,1,Publishing Workshop,Active,SJ,Subject,6,0,0,0,GJ,Journalism,57603,Publishing Workshop,Publishing Workshop,100799,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,"Communication and Media Studies, n.e.c.",Communication,,,,,
57603,1,Publishing Workshop,Active,SJ,Subject,6,0,0,0,GJ,Journalism and Writing,57603,Publishing Workshop,Publishing Workshop,100799,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,"Communication and Media Studies, n.e.c.",Communication,,,,,
57680,1,Creative Nonfiction Workshop,Draft,SJ,Subject,8,0,0,0,GJ,Journalism,57680,Creative Nonfiction Workshop,Creative Nonfiction Workshop,100705,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,Written Communication,Communication,,,,,
57680,1,Creative Nonfiction Workshop,Draft,SJ,Subject,8,0,0,0,GJ,Journalism and Writing,57680,Creative Nonfiction Workshop,Creative Nonfiction Workshop,100705,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,Written Communication,Communication,,,,,
57681,1,Narrative and Creative Practices,Draft,SJ,Subject,8,0,0,0,GJ,Journalism,57681,Narrative and Creative Practices,Narrative and Creative Practic,100705,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,Written Communication,Communication,,,,,
57681,1,Narrative and Creative Practices,Draft,SJ,Subject,8,0,0,0,GJ,Journalism and Writing,57681,Narrative and Creative Practices,Narrative and Creative Practic,100705,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,Written Communication,Communication,,,,,
57682,1,Professional Editing Practice,Draft,SJ,Subject,8,0,0,0,GJ,Journalism,57682,Professional Editing Practice,Professional Editing Practice,100705,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,Written Communication,Communication,,,,,
57682,1,Professional Editing Practice,Draft,SJ,Subject,8,0,0,0,GJ,Journalism and Writing,57682,Professional Editing Practice,Professional Editing Practice,100705,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,Written Communication,Communication,,,,,
57683,1,Publishing Workshop,Draft,SJ,Subject,8,0,0,0,GJ,Journalism,57683,Publishing Workshop,Publishing Workshop,100799,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,"Communication and Media Studies, n.e.c.",Communication,,,,,
57683,1,Publishing Workshop,Draft,SJ,Subject,8,0,0,0,GJ,Journalism and Writing,57683,Publishing Workshop,Publishing Workshop,100799,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,7LA,10030,"Communication and Media Studies, n.e.c.",Communication,,,,,
58700,1,Research Dissertation 3 (Communication),Active,SJ,Subject,24,0,0,0,G,Arts and Social Sciences,58700,Research Dissertation 3 (Communication),Research Dissertation 3 (Commu,100700,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,7LA,10030,Communication and Media Studies,Communication,,,,,
58701,1,Research Dissertation 4 (Communication),Active,SJ,Subject,24,0,0,0,G,Arts and Social Sciences,58701,Research Dissertation 4 (Communication),Research Dissertation 4 (Commu,100700,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,7LA,10030,Communication and Media Studies,Communication,,,,,
58723,2,Research Dissertation 1 (Communication),Active,SJ,Subject,24,0,0,0,G,Arts and Social Sciences,58723,Research Dissertation 1,Research Dissertation 1 (Comm),100700,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,7LA,10030,Communication and Media Studies,Communication,,,,,
58724,2,Research Dissertation 2 (Communication),Active,SJ,Subject,24,0,0,0,G,Arts and Social Sciences,58724,Research Dissertation 2,Research Dissertation 2 (Comm),100700,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,7LA,10030,Communication and Media Studies,Communication,,,,,
59330,5,Advertising Practice,Active,SJ,Subject,6,0,0,0,GC,Public Communication,59330,Advertising Practice,Advertising Practice,80507,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10030,Advertising,Communication,,,,,
59330,5,Advertising Practice,Active,SJ,Subject,6,0,0,0,GC,Strategic Communication,59330,Advertising Practice,Advertising Practice,80507,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,2,10030,Advertising,Communication,,,,,
59333,4,Advertising Strategies,Active,SJ,Subject,6,0,0,0,GC,Public Communication,59333,Advertising Strategies,Advertising Strategies,80507,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10030,Advertising,Communication,,,,,
59333,4,Advertising Strategies,Active,SJ,Subject,6,0,0,0,GC,Strategic Communication,59333,Advertising Strategies,Advertising Strategies,80507,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,2,10030,Advertising,Communication,,,,,
59355,3,Developing Academic Writing and Speaking Skills,Active,SJ,Subject,6,0,0,0,GE,Initial Teacher Education,59355,Developing Academic Writing and Speaking Skills,Developing Academic Writing an,91501,,NA,0,Coursework,Subject,,GN,A,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59356,4,Developing Academic Writing and Speaking Skills,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59356,Developing Academic Writing and Speaking Skills,Developing Academic Writing an,91501,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59709,5,Australian Conversations,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59709,Australian Conversations,Australian Conversations,91501,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59711,5,Natural Australia,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59711,Natural Australia,Natural Australia,91501,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59712,5,Australian Language Studies,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59712,Australian Language Studies,Australian Language Studies,91501,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59713,5,Australian Media,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59713,Australian Media,Australian Media,91501,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59714,5,Australians at Work,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59714,Australians at Work,Australians at Work,91501,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59718,6,Developing English: Studies of the Australian Natural Environment,Active,SJ,Subject,6,0,0,0,GE,Initial Teacher Education,59718,Developing English: Studies of the Australian Natural Environment,Developing English: Studies of,91501,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59719,6,Developing English: Studies of Australian Workplaces,Active,SJ,Subject,6,0,0,0,GE,Initial Teacher Education,59719,Developing English: Studies of Australian Workplaces,Developing English: Studies of,91501,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59720,3,Academic English: Communication Fundamentals,Active,SJ,Subject,6,0,0,0,GE,Initial Teacher Education,59720,Academic English: Communication Fundamentals,Academic English: Communicatio,91501,,NA,0,Coursework,Subject,,GN,,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59721,3,Academic English: Communication Fundamentals,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59721,Academic English: Communication Fundamentals,Academic English: Communicatio,91501,,NA,0,Coursework,Subject,,GN,,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
59722,3,Neighbourhoods and Stories,Active,SJ,Subject,8,0,0,0,GE,Initial Teacher Education,59722,Neighbourhoods and Stories,Neighbourhoods and Stories,91501,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,3,10050,English Language,International Studies,,,,,
60005,1,Wildlife Field Techniques: Animal Handling and Survey Methods,Active,SJ,Subject,4,0,0,0,NL,Life Sciences,60005,Wildlife Field Techniques: Animal Handling and Survey Methods,Wildlife Field Techniques: Ani,50901,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,10,10100,"Land, Parks and Wildlife Management",Science,,,,,
60006,1,Scientific Perspectives for Global Issues,Active,SJ,Subject,6,0,0,0,N,Science,60006,Scientific Perspectives for Global Issues,Scientific Perspectives for Gl,19999,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60007,1,Specialist Learning Subject,Active,SJ,Subject,6,0,0,0,N,Science,60007,Specialist Learning Subject,Specialist Learning Subject,19999,,NA,0,Coursework,Subject,,Q2,,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60101,3,Chemistry and Materials Science,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,60101,Chemistry and Materials Science,Chemistry Materials Science,10599,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
60102,1,Ethics in Animal Research,Active,SJ,Subject,2,0,0,0,N,Science,60102,Ethics in Animal Research,Ethics in Animal Research,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60106,1,Research Proposal Writing,Active,SJ,Subject,2,0,0,0,N,Science,60106,Research Proposal Writing,Research Proposal Writing,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60108,1,Laboratory Management,Active,SJ,Subject,4,0,0,0,N,Science,60108,Laboratory Management,Laboratory Management,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60109,1,Professional Science Document Writing,Active,SJ,Subject,2,0,0,0,N,Science,60109,Professional Science Document Writing,Professional Science Document,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60111,1,Biotechnology Research Internship Project A,Active,SJ,Subject,8,0,0,0,N,Science,60111,Biotechnology Research Internship Project A,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60112,1,Biotechnology Research Internship Project B,Active,SJ,Subject,8,0,0,0,N,Science,60112,Biotechnology Research Internship Project B,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60113,1,Biotechnology Research Internship Project C,Active,SJ,Subject,16,0,0,0,N,Science,60113,Biotechnology Research Internship Project C,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60114,1,Biotechnology Research Internship Project D,Active,SJ,Subject,16,0,0,0,N,Science,60114,Biotechnology Research Internship Project D,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60115,1,Biotechnology Research Internship Project E,Active,SJ,Subject,24,0,0,0,N,Science,60115,Biotechnology Research Internship Project E,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60116,1,Risk Assessment and Management for Science,Active,SJ,Subject,2,0,0,0,N,Science,60116,Risk Assessment and Management for Science,Risk Assessment and Management,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60117,1,Understanding Data and Statistical Design,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,60117,Understanding Data and Statistical Design,Understanding Data and Statist,10199,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,4,10100,"Mathematical Sciences, n.e.c.",Science,,,,,
60119,1,Science Business Models and Intellectual Property,Active,SJ,Subject,4,0,0,0,N,Science,60119,Science Business Models and Intellectual Property,Science Business Models and In,19999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60120,1,Medical Biotechnology Thesis 1,Active,SJ,Subject,24,0,0,0,NL,Life Sciences,60120,Medical Biotechnology Thesis 1,Medical Biotechnology Thesis 1,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60121,1,Medical Biotechnology Thesis 2,Active,SJ,Subject,24,0,0,0,NL,Life Sciences,60121,Medical Biotechnology Thesis 2,Medical Biotechnology Thesis 2,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60122,1,Forensic Science Thesis 1,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,60122,Forensic Science Thesis 1,Forensic Science Thesis 1,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
60123,1,Forensic Science Thesis 2,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,60123,Forensic Science Thesis 2,Forensic Science Thesis 2,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
60124,1,Infection and Immunity Research,Active,SJ,Subject,12,0,0,0,N,Science,60124,Infection and Immunity Research,Infection and Immunity Researc,10901,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Biochemistry and Cell Biology,Science,,,,,
60126,1,Biotechnology Research Internship Project A,Draft,SJ,Subject,6,0,0,0,N,Science,60126,Biotechnology Research Internship Project A,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60127,1,Biotechnology Research Internship Project B,Draft,SJ,Subject,6,0,0,0,N,Science,60127,Biotechnology Research Internship Project B,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60128,1,Biotechnology Research Internship Project C,Draft,SJ,Subject,12,0,0,0,N,Science,60128,Biotechnology Research Internship Project C,Biotechnology Research Interns,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60702,2,Science Internship A (6cp),Active,SJ,Subject,6,0,0,0,N,Science,60702,Science Internship A (6cp),Science Internship A (6cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60703,2,Science Internship A (12cp),Active,SJ,Subject,12,0,0,0,N,Science,60703,Science Internship A (12cp),Science Internship A (12cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60704,2,Science Internship B (6cp),Active,SJ,Subject,6,0,0,0,N,Science,60704,Science Internship B (6cp),Science Internship B (6cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60705,2,Science Internship B (12cp),Active,SJ,Subject,12,0,0,0,N,Science,60705,Science Internship B (12cp),Science Internship B (12cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60706,2,Science Internship C (6cp),Active,SJ,Subject,6,0,0,0,N,Science,60706,Science Internship C (6cp),Science Internship C (6cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60707,2,Science Internship (18cp),Active,SJ,Subject,18,0,0,0,N,Science,60707,Science Internship (18cp),Science Internship (18cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60708,2,Science Internship D (6cp),Active,SJ,Subject,6,0,0,0,N,Science,60708,Science Internship D (6cp),Science Internship D (6cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60709,2,Science Internship (24cp),Active,SJ,Subject,24,0,0,0,N,Science,60709,Science Internship (24cp),Science Internship (24cp),19999,,NA,0,Coursework,Subject,,Q2,A,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60710,2,CODEx Internship,Active,SJ,Subject,6,0,0,0,N,Science,60710,CODEx Internship,CODEx Internship,19999,,NA,0,Coursework,Subject,,Q2,,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60711,1,Science Global Mobility,Active,SJ,Subject,6,0,0,0,N,Science,60711,Science Global Mobility,Science Global Mobility,19999,,NA,0,Coursework,Subject,,Q2,,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60904,3,"Innovation, Entrepreneurship and Commercialisation",Active,SJ,Subject,6,0,0,0,N,Science,60904,"Innovation, Entrepreneurship and Commercialisation",Innovation Entrepreneurship,99999,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,5,10100,"Society and Culture, n.e.c.",Science,,,,,
60909,3,Professional Science Project,Active,SJ,Subject,12,0,0,0,N,Science,60909,Professional Science Project,Professional Science Project,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60910,1,Directed Study A,Active,SJ,Subject,6,0,0,0,N,Science,60910,Directed Study A,Directed Study A,39900,,NA,0,Coursework,Subject,,Q2,,UDFP Funding Cluster,8E,10100,Other Engineering and Related Technologies,Science,,,,,
60911,1,Directed Study B,Active,SJ,Subject,6,0,0,0,N,Science,60911,Directed Study B,Directed Study B,39900,,NA,0,Coursework,Subject,,Q2,,UDFP Funding Cluster,8E,10100,Other Engineering and Related Technologies,Science,,,,,
60912,1,Science Honours Thesis 1,Active,SJ,Subject,24,0,0,0,N,Science,60912,Science Honours Thesis 1,Science Honours Thesis 1,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60913,1,Science Honours Thesis 2,Active,SJ,Subject,24,0,0,0,N,Science,60913,Science Honours Thesis 2,Science Honours Thesis 2,19999,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Natural and Physical Sciences, n.e.c.",Science,,,,,
60986,2,PhD Thesis: Science,Active,TT,Thesis Time Based,0,0,0,0,N,Science,60986,PhD Thesis: Science,PhD Thesis: Science,19900,,NA,0,Higher Degree Research,Subject,,PN,P,UDFP Funding Cluster,8S,10100,Other Natural and Physical Sciences,Science,,,,,
65001,2,Medicinal Chemistry,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65001,Medicinal Chemistry,Medicinal Chemistry,10599,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65006,1,Advanced Chemical Criminalistics,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65006,Advanced Chemical Criminalistics,Advanced Chemical Criminalisti,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65007,1,Biometrics and Identification Sciences,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65007,Biometrics and Identification Sciences,Biometrics and Identification,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65008,1,Crime Scene Investigation and Management,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65008,Crime Scene Investigation and Management,Crime Scene Investigation and,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65009,1,Forensic Inference and Interpretation,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65009,Forensic Inference and Interpretation,Forensic Inference and Interpr,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65010,1,Forensic Toxicology and Drug Analysis,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65010,Forensic Toxicology and Drug Analysis,Forensic Toxicology and Drug A,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65015,1,Forensic Science Research Internship Project A,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65015,Forensic Science Research Internship Project A,Forensic Science Research Inte,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65016,1,Forensic Science Research Internship Project B,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65016,Forensic Science Research Internship Project B,Forensic Science Research Inte,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65017,1,Forensic Science Research Internship Project C,Active,SJ,Subject,16,0,0,0,NP,Mathematical and Physical Sciences,65017,Forensic Science Research Internship Project C,Forensic Science Research Inte,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65018,1,Forensic Science Research Internship Project D,Active,SJ,Subject,16,0,0,0,NP,Mathematical and Physical Sciences,65018,Forensic Science Research Internship Project D,Forensic Science Research Inte,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65019,1,Foundations of Forensic Science,Active,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65019,Foundations of Forensic Science,Foundations of Forensic Scienc,19903,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65020,1,Forensic Science Research Internship Project E,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,65020,Forensic Science Research Internship Project E,Forensic Science Research Inte,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65027,1,Honours (Forensic Science) 1,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,65027,Honours (Forensic Science) 1,Honours (Forensic Science) 1,10599,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65028,1,Honours (Forensic Science) 2,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,65028,Honours (Forensic Science) 2,Honours (Forensic Science) 2,10599,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65032,4,Forensic Science Research Project A,Active,SJ,Subject,12,0,0,0,NP,Mathematical and Physical Sciences,65032,Forensic Science Research Project A,Forensic Science Res Proj A,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65033,3,Forensic Science Research Project,Active,SJ,Subject,24,0,0,0,NP,Mathematical and Physical Sciences,65033,Forensic Science Research Project,Forensic Science Research Proj,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65035,1,Forensic Science Capstone Project,Draft,SJ,Subject,8,0,0,0,NP,Mathematical and Physical Sciences,65035,Forensic Science Capstone Project,Forensic Science Capstone Proj,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65072,3,Forensic Science Research Project B,Active,SJ,Subject,12,0,0,0,NP,Mathematical and Physical Sciences,65072,Forensic Science Research Project B,Forensic Science Res Proj B,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65111,3,Chemistry 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65111,Chemistry 1,Chemistry 1,10500,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
65202,4,Organic Chemistry 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65202,Organic Chemistry 1,Organic Chemistry 1,10501,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Organic Chemistry,Science,,,,,
65212,3,Chemistry 2,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65212,Chemistry 2,Chemistry 2,10500,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,8S,10100,Chemical Sciences,Science,,,,,
65242,2,Principles of Forensic Science,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65242,Principles of Forensic Science,Principles of Forensic Science,19903,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65306,5,Analytical Chemistry 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65306,Analytical Chemistry 1,Analytical Chemistry 1,10599,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65307,4,Physical Chemistry 1,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65307,Physical Chemistry 1,Physical Chemistry 1,10599,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,"Chemical Sciences, n.e.c.",Science,,,,,
65312,2,Forensic Imaging,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65312,Forensic Imaging,Forensic Imaging,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65313,2,Forensic Intelligence,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65313,Forensic Intelligence,Forensic Intelligence,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65314,1,Complex Cases,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65314,Complex Cases,Complex Cases,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65315,2,Forensic Research Project,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65315,Forensic Research Project,Forensic Research Project,19903,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
65316,2,Criminalistics,Active,SJ,Subject,6,0,0,0,NP,Mathematical and Physical Sciences,65316,Criminalistics,Criminalistics,19903,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,8S,10100,Forensic Science,Science,,,,,
