StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code,,,,,,,,,,,
C09150,1,Bachelor of Health Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09150,Bachelor of Health Science Bachelor of International Studies (Honours),B Health Sc BIS (Hon),69900,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09150,1,Bachelor of Health Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09150,Bachelor of Health Science Bachelor of International Studies (Honours),B Health Sc BIS (Hon),69900,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09150,1,Bachelor of Health Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09150,Bachelor of Health Science Bachelor of International Studies (Honours),B Health Sc BIS (Hon),69900,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09150,1,Bachelor of Health Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09150,Bachelor of Health Science Bachelor of International Studies (Honours),B Health Sc BIS (Hon),69900,Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09151,1,Bachelor of Laws (Honours) Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,L,Law,C09151,Bachelor of Laws (Honours) Bachelor of International Studies (Honours),LLB (Hon) BIS (Hon),90900,Bachelor Honours,Honours Degree,5,Coursework,Course,90300,,,,,10080,AC,CR,BACHELORH,HONS,,$CWK,,,,,,,,,,,
C09151,1,Bachelor of Laws (Honours) Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,L,Law,C09151,Bachelor of Laws (Honours) Bachelor of International Studies (Honours),LLB (Hon) BIS (Hon),90900,Bachelor Honours,Honours Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,HONS,,$CWK,,,,,,,,,,,
C09152,1,Bachelor of Laws Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,L,Law,C09152,Bachelor of Laws Bachelor of International Studies (Honours),LLB BIS (Hon),90900,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10080,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09152,1,Bachelor of Laws Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,L,Law,C09152,Bachelor of Laws Bachelor of International Studies (Honours),LLB BIS (Hon),90900,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09152,1,Bachelor of Laws Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,L,Law,C09152,Bachelor of Laws Bachelor of International Studies (Honours),LLB BIS (Hon),90900,Bachelor,Degree,5,Coursework,Course,90300,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09152,1,Bachelor of Laws Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,L,Law,C09152,Bachelor of Laws Bachelor of International Studies (Honours),LLB BIS (Hon),90900,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09153,1,Bachelor of Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,B,Business,C09153,Bachelor of Management Bachelor of International Studies (Honours),Bachelor of Manageme BIS (Hon),80399,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09153,1,Bachelor of Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,B,Business,C09153,Bachelor of Management Bachelor of International Studies (Honours),Bachelor of Manageme BIS (Hon),80399,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09153,1,Bachelor of Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,B,Business,C09153,Bachelor of Management Bachelor of International Studies (Honours),Bachelor of Manageme BIS (Hon),80399,Bachelor,Degree,5,Coursework,Course,90300,,,,,10010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09153,1,Bachelor of Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,B,Business,C09153,Bachelor of Management Bachelor of International Studies (Honours),Bachelor of Manageme BIS (Hon),80399,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10010,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09155,1,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09155,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),BMathSc BIS (Hon),10199,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09155,1,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09155,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),BMathSc BIS (Hon),10199,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09155,1,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09155,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),BMathSc BIS (Hon),10199,Bachelor,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09155,1,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09155,Bachelor of Mathematical Sciences Bachelor of International Studies (Honours),BMathSc BIS (Hon),10199,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09156,1,Bachelor of Medical Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09156,Bachelor of Medical Science Bachelor of International Studies (Honours),BMedSc BIS (Hon),10900,Bachelor,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09156,1,Bachelor of Medical Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09156,Bachelor of Medical Science Bachelor of International Studies (Honours),BMedSc BIS (Hon),10900,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09156,1,Bachelor of Medical Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09156,Bachelor of Medical Science Bachelor of International Studies (Honours),BMedSc BIS (Hon),10900,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09156,1,Bachelor of Medical Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09156,Bachelor of Medical Science Bachelor of International Studies (Honours),BMedSc BIS (Hon),10900,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09157,1,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,G,Arts and Social Sciences,C09157,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),BMusic and Sound BIS (Hon),100000,Bachelor,Degree,5,Coursework,Course,90300,,,,,10030,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09157,1,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,G,Arts and Social Sciences,C09157,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),BMusic and Sound BIS (Hon),100000,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10030,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09157,1,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,G,Arts and Social Sciences,C09157,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),BMusic and Sound BIS (Hon),100000,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09157,1,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,G,Arts and Social Sciences,C09157,Bachelor of Music and Sound Design Bachelor of International Studies (Honours),BMusic and Sound BIS (Hon),100000,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09159,2,Bachelor of Property Economics Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,A,"Design, Architecture and Building",C09159,Bachelor of Property Economics Bachelor of International Studies (Honours),BPropEc BIntSt(Hon),80503,Bachelor,Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09159,2,Bachelor of Property Economics Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,A,"Design, Architecture and Building",C09159,Bachelor of Property Economics Bachelor of International Studies (Honours),BPropEc BIntSt(Hon),80503,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10020,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09160,2,Bachelor of Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09160,Bachelor of Science Bachelor of International Studies (Honours),BSc BIntSt(Hon),10000,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09160,2,Bachelor of Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09160,Bachelor of Science Bachelor of International Studies (Honours),BSc BIntSt(Hon),10000,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09160,2,Bachelor of Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09160,Bachelor of Science Bachelor of International Studies (Honours),BSc BIntSt(Hon),10000,Bachelor,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09160,2,Bachelor of Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,N,Science,C09160,Bachelor of Science Bachelor of International Studies (Honours),BSc BIntSt(Hon),10000,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),10199,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),10199,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),10199,Bachelor,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09162,2,Bachelor of Information Technology Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09162,Bachelor of Information Technology B International Studies (Honours),BIT BIntSt(Hon),10199,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09163,1,Bachelor of Sport and Exercise Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09163,Bachelor of Sport and Exercise Management B International Studies (Honours),B Sport Exrcise Mg BIntSt(Hon),80399,Bachelor/Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C09163,1,Bachelor of Sport and Exercise Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09163,Bachelor of Sport and Exercise Management B International Studies (Honours),B Sport Exrcise Mg BIntSt(Hon),80399,Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09163,1,Bachelor of Sport and Exercise Management Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09163,Bachelor of Sport and Exercise Management B International Studies (Honours),B Sport Exrcise Mg BIntSt(Hon),80399,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09164,1,Bachelor of Sport and Exercise Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09164,Bachelor of Sport and Exercise Science B International Studies (Honours),BSportExSc BIntSt(Hon),69903,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09164,1,Bachelor of Sport and Exercise Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09164,Bachelor of Sport and Exercise Science B International Studies (Honours),BSportExSc BIntSt(Hon),69903,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09164,1,Bachelor of Sport and Exercise Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09164,Bachelor of Sport and Exercise Science B International Studies (Honours),BSportExSc BIntSt(Hon),69903,Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09164,1,Bachelor of Sport and Exercise Science Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,J,Health,C09164,Bachelor of Sport and Exercise Science B International Studies (Honours),BSportExSc BIntSt(Hon),69903,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09165,1,Bachelor of International Studies (Honours),Draft,BH,Bachelor's Honours,240,0,0,0,G,Arts and Social Sciences,C09165,Bachelor of International Studies (Honours),BIS (Hon),90399,Bachelor Honours,NA,5,Coursework,Course,,,,,,10050,DR,CR,BACHELORH,,,$CWK,,,,,,,,,,,
C09166,1,Bachelor of Cybersecurity Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09166,Bachelor of Cybersecurity Bachelor of International Studies (Honours),BCybersecurity BIntSt (Hons),29901,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09166,1,Bachelor of Cybersecurity Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09166,Bachelor of Cybersecurity Bachelor of International Studies (Honours),BCybersecurity BIntSt (Hons),29901,Bachelor,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),20119,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),20119,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),20119,Bachelor Honours,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELORH,DEG,,$CWK,,,,,,,,,,,
C09167,1,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,240,0,0,0,D,Engineering and Information Technology,C09167,Bachelor of Artificial Intelligence Bachelor of International Studies (Honours),BAI BIntSt (Hon),20119,Bachelor,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C09168,1,Bachelor of Science (Honours),Active,BH,Bachelor's Honours,48,0,0,0,N,Science,C09168,Bachelor of Science (Honours),BSc(Hons),10000,Bachelor,Honours Degree,1,Coursework,Course,,,,,,10100,AC,CR,BACHELOR,HONS,,$CWK,,,,,,,,,,,
C10004,6,Bachelor of Design in Architecture,Active,BD,Bachelor's Degree,144,0,0,0,A,"Design, Architecture and Building",C10004,Bachelor of Design in Architecture,BDes Architecture,40101,Bachelor,Degree,3,Coursework,Course,,,,,,10020,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10020,5,Bachelor of Business Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,B,Business,C10020,Bachelor of Business Bachelor of International Studies,BBus BIS,80300,Bachelor,Degree,5,Coursework,Course,90300,,,,,10010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10020,5,Bachelor of Business Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,B,Business,C10020,Bachelor of Business Bachelor of International Studies,BBus BIS,80300,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10026,5,Bachelor of Business,Active,BD,Bachelor's Degree,144,0,0,0,B,Business,C10026,Bachelor of Business,BBus,80300,Bachelor,Degree,3,Coursework,Course,,,,,,10010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10066,11,Bachelor of Engineering Science,Active,BD,Bachelor's Degree,144,0,0,0,D,Engineering and Information Technology,C10066,Bachelor of Engineering Science,BEngSc,30000,Bachelor,Degree,3,Coursework,Course,,,,,,10060,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10122,13,Bachelor of Nursing,Active,BD,Bachelor's Degree,144,0,0,0,J,Health,C10122,Bachelor of Nursing,BN,60301,Bachelor,Degree,3,Coursework,Course,,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10123,9,Bachelor of Nursing Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,J,Health,C10123,Bachelor of Nursing Bachelor of International Studies,BN BIntSt,60300,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10123,9,Bachelor of Nursing Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,J,Health,C10123,Bachelor of Nursing Bachelor of International Studies,BN BIntSt,60300,Bachelor,Degree,5,Coursework,Course,90300,,,,,10090,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10124,9,Bachelor of Laws,Active,BD,Bachelor's Degree,192,0,0,0,L,Law,C10124,Bachelor of Laws,LLB,90900,Bachelor,Degree,4,Coursework,Course,,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10125,10,Bachelor of Business Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10125,Bachelor of Business Bachelor of Laws,BBus LLB,80000,Bachelor,Degree,5,Coursework,Course,90900,,,,,21010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10125,10,Bachelor of Business Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10125,Bachelor of Business Bachelor of Laws,BBus LLB,80000,Bachelor,Degree,5,Coursework,Course,90900,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10126,9,Bachelor of Science Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10126,Bachelor of Science Bachelor of Laws,BSc LLB,10000,Bachelor,Degree,5,Coursework,Course,90900,,,,,21100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10126,9,Bachelor of Science Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10126,Bachelor of Science Bachelor of Laws,BSc LLB,10000,Bachelor,Degree,5,Coursework,Course,90900,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10129,7,Bachelor of Laws Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10129,Bachelor of Laws Bachelor of International Studies,LLB BIS,90900,Bachelor,Degree,5,Coursework,Course,90300,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10129,7,Bachelor of Laws Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10129,Bachelor of Laws Bachelor of International Studies,LLB BIS,90900,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10131,7,Bachelor of Medical Science Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10131,Bachelor of Medical Science Bachelor of Laws,BMedSc LLB,10900,Bachelor,Degree,5,Coursework,Course,90900,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10131,7,Bachelor of Medical Science Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,240,0,0,0,L,Law,C10131,Bachelor of Medical Science Bachelor of Laws,BMedSc LLB,10900,Bachelor,Degree,5,Coursework,Course,90900,,,,,21100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10136,12,Bachelor of Engineering Science Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,264,0,0,0,L,Law,C10136,Bachelor of Engineering Science Bachelor of Laws,BEngSc LLB,30000,Bachelor,Degree,5.5,Coursework,Course,90900,,,,,21060,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10136,12,Bachelor of Engineering Science Bachelor of Laws,Active,BCD,Bachelor's Combined Degree,264,0,0,0,L,Law,C10136,Bachelor of Engineering Science Bachelor of Laws,BEngSc LLB,30000,Bachelor,Degree,5.5,Coursework,Course,90900,,,,,10080,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10143,8,Bachelor of Information Technology (Co-op),Active,BD,Bachelor's Degree,144,0,0,0,D,Engineering and Information Technology,C10143,Bachelor of Information Technology (Co-op),BIT(Co-op),20300,Bachelor,Degree,3,Coursework,Course,,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10148,6,Bachelor of Information Technology,Active,BD,Bachelor's Degree,144,0,0,0,D,Engineering and Information Technology,C10148,Bachelor of Information Technology,BIT,29900,Bachelor,Degree,3,Coursework,Course,,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10162,8,Bachelor of Science Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10162,Bachelor of Science Bachelor of Business,BSc BBus,10000,Bachelor,Degree,4,Coursework,Course,80300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10162,8,Bachelor of Science Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10162,Bachelor of Science Bachelor of Business,BSc BBus,10000,Bachelor,Degree,4,Coursework,Course,80300,,,,,21010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10163,6,Bachelor of Medical Science Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10163,Bachelor of Medical Science Bachelor of Business,BMedSc BBus,10900,Bachelor,Degree,4,Coursework,Course,80300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10163,6,Bachelor of Medical Science Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10163,Bachelor of Medical Science Bachelor of Business,BMedSc BBus,10900,Bachelor/Bachelor,Degree,4,Coursework,Course,80300,,,,,21010,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C10163,6,Bachelor of Medical Science Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10163,Bachelor of Medical Science Bachelor of Business,BMedSc BBus,10900,Bachelor,Degree,4,Coursework,Course,80300,,,,,21010,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10163,6,Bachelor of Medical Science Bachelor of Business,Active,BCD,Bachelor's Combined Degree,192,0,0,0,N,Science,C10163,Bachelor of Medical Science Bachelor of Business,BMedSc BBus,10900,Bachelor/Bachelor,Degree,4,Coursework,Course,80300,,,,,10100,AC,CR,BACHELORB,DEG,,$CWK,,,,,,,,,,,
C10167,5,Bachelor of Medical Science Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,N,Science,C10167,Bachelor of Medical Science Bachelor of International Studies,BMedSc BIS,10900,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10167,5,Bachelor of Medical Science Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,N,Science,C10167,Bachelor of Medical Science Bachelor of International Studies,BMedSc BIS,10900,Bachelor,Degree,5,Coursework,Course,90300,,,,,10100,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
